episode,score
295,-316.6532420920738
296,-107.92347341344163
297,-387.5342019401037
298,-139.47432567945194
299,-490.6915447060563
300,-381.07628297984166
301,-231.8580272966584
302,-107.25388244144054
303,-374.06847996291543
304,-160.8653823048251
305,-125.53830200985321
306,-125.70913701694678
307,-236.58834365367954
308,-132.768157531844
309,-116.01010059388986
310,-177.9484288130201
311,-401.5355139241412
312,-120.92797145047666
313,-254.71225969533012
314,-136.40421162456448
315,-113.58508639332616
316,-94.77411607943735
317,-88.98315602737614
318,-141.78031354025677
319,-146.78067278366
320,-117.90720480008493
321,-106.06056652319825
322,-166.5273253535065
323,-112.19734128205437
324,-142.62070908150224
325,-346.2514082614639
326,-147.43962928711727
327,-113.55972677512821
328,-345.5800577869293
329,-126.70905297868254
330,-374.14453323216014
331,-171.80409371776972
332,-198.66994943057068
333,-108.03276994732337
334,-149.36029353757507
335,-427.00917227828336
336,-182.90682525228874
337,-78.91356053147501
338,-257.4209610478038
339,-141.84794319813972
340,-114.27925485433471
341,-64.46307552080339
342,-273.88932259463843
343,-243.3717602397209
344,-307.21023328469175
345,-247.50023730052416
346,-154.0728730567485
347,-320.41041064048545
348,-146.57059397959887
349,-496.92650390541814
350,-113.46727053921028
351,-107.64499922526463
352,-131.63292546513847
353,-102.01917542957428
354,-186.5718681904027
355,-222.37063804324697
356,-156.62653521011856
357,-102.37223815091671
358,-95.8260345633205
359,-48.29795326646717
360,-252.6530882848187
361,-133.96223375111612
362,-109.0948364289583
363,-106.1491525367561
364,-90.31326128394672
365,-97.61698837125049
366,-237.8363491743718
367,-284.5034098432659
368,-346.55875872937384
369,-273.40015093778254
370,-162.80579178321244
371,-435.2601677061833
372,-398.24987338847706
373,-84.8351315083049
374,-225.68122857918945
375,-390.9663066417856
376,-415.3469261306131
377,-276.51649561429934
378,-95.24023712120439
379,-205.58505035034585
380,-137.08974752891424
381,-268.45655283319167
382,-64.61290374239442
383,-136.1608855083967
384,-5.154164115231637
385,-400.48052214584175
386,-142.6191124153563
387,-120.87974867486585
388,-116.32251427670693
389,-203.67658813035072
390,-359.66194112084804
391,-342.08488527850795
392,-106.23421605898575
393,-204.4510097660991
394,-111.50708301637496
395,-98.82887329546966
396,-192.2194370452861
397,-85.2022953121398
398,-67.48930308920544
399,-312.2236593931137
400,-139.95871036387356
401,-110.72062391822206
402,-118.05882838261941
403,-112.06182529162797
404,-137.1210603083507
405,-105.36459971510747
406,-81.98302456225932
407,-238.07989963706083
408,-234.53502448122683
409,-71.79505050047705
410,-47.36159745954316
411,-64.61022910099884
412,30.1700130717891
413,-67.53883669830535
414,-119.69198841396663
415,-89.67714116073374
416,-117.24450704752033
417,-174.22576711185872
418,-391.27053093228733
419,-121.50894887085965
420,-93.03090072281849
421,-93.16443914766096
422,11.889302155535617
423,-405.2983925953261
424,-114.91952323092733
425,-143.8095757408292
426,-95.52242536720763
427,-55.46925093248337
428,-56.201249519928126
429,-137.4153883048279
430,-43.97069944060846
431,23.20475516803924
432,-93.5489308216505
433,-290.66034618920776
434,-120.74218508937352
435,-128.81104251949975
436,-109.16759225176087
437,-200.26371164955907
438,-84.54355609758215
439,-493.1448365250815
440,-367.2804638893839
441,-423.91772388913444
442,-64.7435161780304
443,-259.07766014078913
444,-81.93344399497059
445,-142.59314975030583
446,-67.2145615212816
447,-92.27739154536467
448,-224.06184814182714
449,-288.94368043263455
450,-347.0755256625795
451,-313.6277358671746
452,-209.68426998595646
453,-226.28694546678548
454,-87.31118770962283
455,-150.5921911133061
456,-49.40463850215467
457,-127.87309525392791
458,-177.41876757346927
459,-215.2450300604749
460,-234.79607394912387
461,-107.16492710577171
462,-230.42342895448104
463,-226.0954548914189
464,-481.29250994900286
465,-241.42563525991946
466,-99.14182568173108
467,-194.14007135201553
468,-191.54843792858185
469,-476.0656861693445
470,-311.2271189731081
471,-227.83104976360383
472,-388.96190045608563
473,-77.03338514860087
474,-116.78053953104248
475,-200.43434494705303
476,-376.4584744906955
477,-198.03303343341537
478,-148.99952895172922
479,-100.46034122575169
480,-229.81211598103
481,-110.50165942305995
482,-240.01755866521975
483,-417.70790917295557
484,-54.90825922743573
485,-119.62484243407602
486,-115.27228783342271
487,-108.1493780528509
488,-72.15091212872275
489,-112.26087244525789
490,-299.19080882817116
491,-129.70633226339305
492,-167.42084184644366
493,-243.31796975838972
494,-412.30888454951094
495,-82.48358695207406
496,-138.95488782931398
497,-16.702030700648606
498,-156.78922317135616
499,-83.0633282511856
500,-142.74965279006165
501,-130.69876470777004
502,-97.10149451670442
503,146.0646993703967
504,-301.918644327014
505,-167.11942823859397
506,-113.69149210779295
507,-179.72724923883018
508,-103.05341384664429
509,-112.67690911695762
510,-144.87953807477976
511,-228.31906274232162
512,-420.0899816741581
513,-200.2087323852668
514,-86.58966489257833
515,-182.72006241066302
516,-410.58540349010264
517,-171.0186125565287
518,-129.30411199692065
519,-160.62865552867078
520,-81.34807554018036
521,-106.16273390255425
522,-121.89040044985035
523,-81.66068923388974
524,-383.8952983877824
525,-217.14602230212557
526,-93.43965570239769
527,-280.04951092311825
528,-322.98162374752917
529,-94.22962041577368
530,-150.21542752115118
531,-287.9867226313143
532,-97.15215178739506
533,-112.67370652251464
534,-148.32508554004332
535,-187.79202414160366
536,-351.8434635211197
537,-221.85422897034425
538,-292.56533768337965
539,-138.5599025362779
540,-242.49309332582558
541,-197.0915531569294
542,-283.3433640467374
543,3.825936474912723
544,-212.1617575576261
545,-79.21397716876041
546,-92.43097031652876
547,29.50769005681755
548,-119.089186723085
549,-118.47912621307066
550,-327.85338546794185
551,-296.8130388976803
552,-465.55672873161114
553,-220.51753198482146
554,-126.67503885613763
555,-270.7477191185055
556,-281.04837863032543
557,-108.15325850012759
558,-153.317242952272
559,-305.61383039793486
560,-78.31256150392967
561,-79.0318311320757
562,-350.0531098844983
563,11.325234125566055
564,-339.9253557274538
565,-84.85975106926357
566,-292.3285974663557
567,-106.68274894458521
568,-252.38262571615203
569,-140.25135994260577
570,-99.18143018224664
571,-92.85834760065164
572,-315.4352246076576
573,-100.47427891167203
574,-147.99499423121244
575,-422.3926226078723
576,-80.02259657247723
577,-160.6268374001489
578,-222.08659911807874
579,-117.16553677857874
580,-167.7637527825113
581,-185.5275980138992
582,-151.82637904583692
583,-286.53871129835954
584,-69.52098976086194
585,-300.5603167981633
586,-364.6858360493197
587,-120.67568911933932
588,-97.16947088770965
589,-470.5207546559995
590,-401.3133684593514
591,-177.61254037984895
592,-249.13577812074433
593,-233.0458558869139
594,-81.37380074680419
595,-358.9053438125033
596,-163.8231514634166
597,-115.57291717004428
598,-191.8142542149696
599,-234.18337019968035
600,-266.4250965464795
601,-117.67320385221896
602,-391.9289179007676
603,-78.43418194059717
604,-102.86262532001882
605,-121.4946245955648
606,-86.60457638869006
607,11.083881104789896
608,-145.08529813125355
609,-116.73509806241839
610,-243.72175157319103
611,-157.61929066190493
612,-148.0041530946063
613,-181.5009818913842
614,-358.18562136308327
615,-153.8532812249129
616,-228.21596226961773
617,-468.0263606007633
618,-147.12956042691468
619,-133.48489696535404
620,-107.17692094879544
621,-372.6981073096474
622,-167.39466942520403
623,-133.69271302078482
624,-288.68301150260254
625,-230.14166940417766
626,-201.29180167643233
627,-115.25562611620907
628,-144.3137323211859
629,-78.67525487583526
630,-407.03578230920317
631,-301.1991230595395
632,-147.705980107984
633,-210.8471123280943
634,-343.7311238245866
635,-113.04212725182197
636,-70.51041967641518
637,-99.5279966949133
638,-23.272846974732516
639,-84.41766767715771
640,-195.070852152077
641,-160.2868590214303
642,-125.12220475378548
643,-167.78068988829074
644,-198.32917268394885
645,-250.88911455233702
646,-2.832514738769504
647,-119.86848302622721
648,-124.1935014046228
649,-125.3310907721441
650,-339.618282096935
651,-256.82767137650563
652,-102.79793170613075
653,-96.95171919148828
654,-104.02295000380266
655,-144.96198621654753
656,-56.01413412144595
657,-295.4354947873936
658,-148.03388795907773
659,-546.9948417680977
660,-182.38099572249251
661,-111.28695612097313
662,-83.09684940442072
663,-231.49351093034207
664,-386.02141373995295
665,-99.7342326450099
666,-333.8714310747449
667,-294.97765615412817
668,-88.03206128418023
669,-86.58465307865949
670,-196.63759203147956
671,-292.20157519271663
672,-130.88471993292916
673,-33.176543606534565
674,-273.8992659639025
675,-264.23153886394323
676,-201.75197974321054
677,-270.2044959814955
678,36.35815344826631
679,-197.81977374403544
680,-48.975197093074954
681,-161.5897743686173
682,-73.3354797328906
683,-183.483353086222
684,-132.33584260032836
685,-108.65240521923879
686,-174.63261737919905
687,-246.32310844743378
688,-297.42892520102555
689,-162.24431929102818
690,-110.72796807438695
691,-82.22786663988535
692,-112.75884090970774
693,-300.8553685751991
694,-223.82811862830357
695,-83.31733888725876
696,-328.9895091125893
697,-340.4162554572964
698,-182.85107492494416
699,-407.43316765500964
700,-276.3463115570694
701,-104.08239630885046
702,-195.8936300191379
703,-207.37600825792276
704,-245.85546135877132
705,-362.057713799241
706,-25.596192757149794
707,-347.14293427890846
708,-262.76088187444515
709,-109.98310149965468
710,-93.82025344307979
711,-108.22978648958485
712,-38.98605927391945
713,-218.69487455846493
714,-45.42431200845145
715,-291.5350708844072
716,-91.517543555949
717,-142.0952843106324
718,-289.5620157467215
719,-252.08252004813681
720,-312.1215101609906
721,-73.85022984894746
722,-469.6686235916657
723,-261.3681636504184
724,-112.16043915767929
725,-132.3209365806301
726,-108.26556339595615
727,-82.12652054925748
728,-192.4352831265515
729,-62.489718634570075
730,-347.94087025843027
731,-110.22601670715379
732,-103.34513244824994
733,-125.37386927818588
734,-201.82549311340057
735,-107.55091333275806
736,-331.6760035516678
737,-102.86970722157776
738,-359.96235917116616
739,-240.24339812446158
740,-370.4909258569518
741,-221.6586383161281
742,-122.97107186304568
743,-83.7366411027819
744,-229.15753941409682
745,-294.93030010537814
746,-215.38774111513328
747,-109.76903637610077
748,-350.11800744793845
749,-109.87447038737076
750,-308.8533444787738
751,-126.81000074971381
752,-357.24188308580744
753,-456.29868011349384
754,-343.177848774582
755,-161.83313457774824
756,-137.8873814077878
757,-438.58509718102135
758,-88.34884312370062
759,-143.7855922819902
760,-118.46427443446491
761,-108.50779276112252
762,-191.18183127221243
763,-90.59303874190049
764,-357.77305221478343
765,-318.3400447307943
766,-136.65515246837376
767,-317.01257946427086
768,-84.570974461996
769,-82.33302562447675
770,-101.28274451636202
771,-444.0961750426907
772,-246.07781418709064
773,-410.99211037672296
774,-346.7928257542305
775,-382.35279985714254
776,-321.63420907508026
777,-283.2948711030178
778,-116.22859052803935
779,-103.4236518379222
780,-529.3246958725747
781,-234.777535655273
782,-100.74074935570172
783,-88.58002579774913
784,-177.60326956267824
785,-113.18281333258906
786,-215.2234991336867
787,-115.41334188380573
788,-127.666925419238
789,-234.06326537367585
790,-102.14750434703699
791,-372.2396764073374
792,-285.39296663338837
793,-317.25420339056757
794,-120.06599501068102
795,-127.0786370841819
796,-358.29133166631317
797,-80.21794102882723
798,-113.9370020407341
799,-490.1842542558189
800,-347.334173709094
801,-99.47432474148883
802,-139.99731799880414
803,-149.19809372546408
804,-309.11929771964026
805,-227.62205696608714
806,-164.9599789582836
807,-384.05620961521277
808,-129.00406656403572
809,-98.59987874438968
810,-488.32078042012745
811,-113.86116506413795
812,-175.9152918083504
813,-141.44136857748023
814,-318.68165983919687
815,-143.60595748125888
816,-91.20016781075205
817,-100.02475327569819
818,-421.9009653000175
819,-534.8455447032653
820,-472.26698299635575
821,-254.23090933947853
822,-316.8963058013437
823,-143.9608936720117
824,-125.90784911785923
825,-103.14382211212852
826,-219.325987823471
827,-383.87137929807295
828,-121.61836564642212
829,-94.83316706921455
830,-126.08744719653157
831,-313.7609306974375
832,-101.08261626566227
833,-369.3074261340382
834,-186.5840778009092
835,-172.5643860344918
836,-342.41830374813134
837,-177.12156833350227
838,-156.25070800637798
839,-165.59761850484188
840,-134.15012431519426
841,-93.5773843596455
842,-110.44588872376626
843,-379.5332473515428
844,-196.99789040978982
845,-346.5693547619503
846,-397.79616158891713
847,-111.88805523733224
848,-137.4709799444667
849,-100.18246440346373
850,-329.8130265979022
851,-95.84127720579384
852,-357.90483974003473
853,-366.17474241250636
854,-178.84339947360988
855,-133.14768641971466
856,-143.72323087187652
857,-446.84806805296125
858,-449.4421435645921
859,-342.9281092706915
860,-155.0616085267763
861,-360.21705716397486
862,-236.68534628025
863,-126.79550066807153
864,-217.4509104843615
