episode,score
1,-103.543001153031
2,-117.57432718883456
3,-81.1241646543042
4,-105.41180649690398
5,-321.12950840664735
6,-98.13499613203135
7,-91.98710500340488
8,-217.28798920365358
9,-240.9962942280535
10,25.301056341237
11,-273.7156255872178
12,-201.4288168137034
13,-134.45233865470232
14,-123.69184419252556
15,-144.31599266120435
16,-236.66181420600512
17,-98.0511011269339
18,-112.23973039145329
19,-229.84654279183115
20,-233.74040300737664
21,-268.35832063626754
22,-60.233569011343874
23,-235.905277956858
24,-272.69944093028016
25,-164.59236606846537
26,-14.107203038132482
27,-63.95776446302823
28,-137.2768892897605
29,-123.25651608550108
30,-148.82240053986513
31,-151.45537780651557
32,-223.15665980393658
33,-415.0655627168974
34,-111.4751271046323
35,-14.15621441356457
36,-146.17308647387003
37,-168.97899140422442
38,-292.7661025142086
39,-114.70503799208421
40,-59.03615259161961
41,-469.3030009237386
42,-463.5700311347818
43,-216.97779148363816
44,-126.53802562083744
45,-168.88722715661714
46,-345.202094790502
47,-114.48185619962948
48,-221.02180799661724
49,-72.78646264410878
50,-469.1423589403695
51,-261.2817994691642
52,-7.894621206632635
53,-14.288861265745581
54,5.71092220481529
55,-326.1202558711319
56,-249.20356443208388
57,-117.96035630331014
58,-97.51945482987858
59,-64.04136541874001
60,-41.132607623037885
61,-462.50631636021313
62,-175.85379886374417
63,-80.91660906174818
64,-142.17288127916737
65,-58.88010668083031
66,-201.28974814234192
67,-182.65500300403494
68,-64.38840689727292
69,-102.22774389958018
70,-187.81759156452262
71,-185.51681226850772
72,-212.76861990107304
73,-129.6018060326627
74,-231.37403266616465
75,-449.06326521662595
76,-92.06068378796613
77,-128.23595653641914
78,-104.10868625799866
79,-299.8926055045408
80,-323.8325613208711
81,-86.64568392520346
82,-162.81843500489435
83,-108.34242770965069
84,-159.73399732761192
85,-108.36232903177492
86,-232.74137909463798
87,-247.89902912772862
88,-403.3256834161897
89,-296.1665556625096
90,-227.54511040927207
91,-121.41301715666887
92,-29.745025586874576
93,-164.79695830922395
94,-179.58121265047714
95,-329.54621086912323
96,-79.76344072097328
97,-151.16489658081758
98,-190.22647263029575
99,-241.4689724924498
100,-67.59116899481478
101,-137.27225940666114
102,-193.64350850490155
103,-106.28015174181908
104,-3.878801136166828
105,-367.9624987641931
106,-45.409368660659254
107,-198.37513905368667
108,-97.99061546991045
109,-87.19105825785502
110,-135.4373320891196
111,-116.78340520275887
112,-124.53530952119803
113,-221.81256705656955
114,-165.769005909788
115,-135.52048822950402
116,-130.0369880178191
117,-337.7435819215244
118,-209.992152659137
119,-77.04675191540731
120,-242.94964417565845
121,-342.9381641896932
122,-362.2415480903783
123,-190.54346330588626
124,-122.900117169837
125,-65.59606453938781
126,-104.31601738274611
127,-61.160233447832994
128,-141.1356888566268
129,-138.22195805377504
130,-113.45025873847717
131,-82.7938636212364
132,-119.37780637057088
133,-178.9212260790028
134,-100.2134691483802
135,-77.2049086964166
136,-301.56414347807595
137,-108.9053722604245
138,-122.25030632126914
139,-414.09313511465587
140,-161.05655475486805
141,-318.8307462114809
142,-52.257868232410644
143,-92.06269775540457
144,-244.18491374287146
145,-189.7420389317161
146,-106.24016761231125
147,-82.66320219338684
148,-206.18467552736305
149,-121.62554574516088
150,-85.39666948384108
151,-330.209829093695
152,-71.85772952732337
153,-105.86392814736135
154,-342.4932404995373
155,-89.49751077158315
156,-95.04201991584533
157,-368.65221584543883
158,-92.57689153976926
159,-201.4442451025155
160,-190.16606697723674
161,-144.9973438480838
162,-122.10944873381409
163,-259.6154338995216
164,-91.85239874900947
165,-166.87670075048277
166,-78.77387239989645
167,-101.04234129537613
168,-210.48011571665563
169,-335.7216455185027
170,-255.1465707608086
171,-82.41296070620282
172,-140.47584747587175
173,-172.46207297213346
174,-67.96609667022187
175,-128.78840365183635
176,-74.51500786645003
177,-160.88548908383927
178,-356.04794097967687
179,-91.20796494385549
180,-141.0869805922303
181,-110.78921532818033
182,-94.78309545640118
183,-84.12207784981992
184,-130.24803910685594
185,-84.27450268140535
186,-65.48317493765188
187,-146.85155531125974
188,-330.12383770333605
189,-164.39485739941057
190,-207.48964978794976
191,-89.20179692055893
192,-134.07464440354116
193,-176.5474929694068
194,-111.96979579088905
195,-287.70149458149007
196,-90.69021919277344
197,-133.52800453774063
198,-50.28570567040384
199,-207.40237178355528
200,-74.76458367501704
201,-360.34920384782066
202,-81.99249068810587
203,-74.05311770136866
204,-174.24504090959442
205,-114.77178830692617
206,-380.3792157603424
207,-122.82315884111988
208,-178.51458713093905
209,-178.33391077146214
210,10.364427541899389
211,-142.02840005883928
212,-392.5696412678035
213,-98.7747748828552
214,-103.09830550851646
215,-103.4967321327423
216,-262.03900701969906
217,-142.6716276105421
218,-112.15713206050722
219,-69.04886091393621
220,-239.39759204803988
221,-103.77645468539635
222,-92.02492453840554
223,-132.06841689295547
224,-222.4763009679648
225,-152.93935026552614
226,-57.12486651932029
227,-161.25664454386595
228,-119.02694691670138
229,-96.68837493293712
230,-23.141628132660017
231,-111.96103615266807
232,-103.2582926943226
233,-236.32976777050473
234,-224.73614739738392
235,-135.22060041801086
236,-156.23386227245308
237,-81.86377577751844
238,-229.64438624480331
239,-91.45362368388147
240,-124.3844680899128
241,-108.39653199767386
242,-69.57275830221809
243,-232.98145241812983
244,-110.4729596533967
245,-191.77347507051368
246,-104.08148634579126
247,-88.8168176700468
248,-101.23154279695783
249,-182.19038132114173
250,-312.5583653804149
251,-180.0588703142141
252,-206.47664516742856
253,-200.72884264038794
254,-103.40779605819877
255,-106.43573671248717
256,-117.34146778547434
257,-92.24947855149333
258,-50.68315590583188
259,-191.18219020739372
260,-139.43814645578342
261,-180.0504683269769
262,-111.1841366082045
263,-195.29654644963705
264,-179.03059403028698
265,-117.83586788493031
266,-223.57664674705885
267,-74.16851637597364
268,-68.93081001017134
269,-195.34619758701547
270,-131.94909334098932
271,-283.4011287477338
272,-71.73424012889129
273,-270.36170792188557
274,-150.77427126945696
275,-141.70577579080532
276,-279.8120749555495
277,-383.28767926123834
278,-78.2869551340027
279,-122.47066933678146
280,-112.75905444534953
281,-118.06713775698445
282,-144.16518619436744
283,-208.37572268486753
284,-48.25000212052595
285,-129.08067594142977
286,-81.52495808450523
287,-280.8842840485405
288,-68.5641996352532
289,-228.4423273562526
290,-168.85259839180048
291,-113.61788842853208
292,-125.30864351208297
293,-189.4538674648074
294,-98.57064527469326
295,-132.64299014961074
296,-294.1278976570347
297,-31.204970777837588
298,-85.27313550707007
299,-422.62863228192344
300,-340.60484529227017
301,-119.20452930827894
302,-114.16165945663667
303,-374.92948948694107
304,-148.3133010696258
305,-178.15321407539557
306,-152.6940055467657
307,-80.08757638337039
308,-80.33036856441763
309,-141.42472343840132
310,-289.84649691124287
311,-72.33529544903877
312,-121.11550814116518
313,-93.40336593151905
314,-71.36914243377763
315,-36.956660137023505
316,-182.49562183932585
317,-94.3634233934387
318,-70.1028462492705
319,-115.92382307477735
320,-149.77664418666018
321,-151.53340951615462
322,-262.86939890443
323,-99.4740037442611
324,-53.23554454374812
325,32.35684051292219
326,-117.37764652754097
327,-119.13862331457375
328,-126.69001347414198
329,-157.08067958986106
330,-109.0313299767125
331,-128.51113952521752
332,-104.7693469950023
333,-124.61795065268348
334,-196.24075115303808
335,-58.86723786028673
336,-367.61262167667087
337,-61.69468225797581
338,-88.76647816511155
339,-92.65104534110273
340,-229.1933375671861
341,-122.68358197609494
342,-26.366966326338357
343,-121.26989486309982
344,-38.2802045561095
345,-70.03317689514583
346,20.835647753609052
347,-194.63843712094123
348,-136.41819291729195
349,-123.85245919243445
350,-52.97653534144173
351,-259.4309388164838
352,-135.26612045894694
353,-111.16926373170557
354,-98.3132094029885
355,-188.99696528135232
356,-184.22119409751974
357,-95.8927199600428
358,-352.78746694036215
359,-197.30272271641132
360,-84.61491661921637
361,-431.6288645828231
362,-205.40821946957539
363,-111.59631470774991
364,-98.15668026961932
365,-30.09530964025396
366,-434.27586047771
367,-220.86266085196726
368,-85.17098853853851
369,-98.04482118620417
370,-93.01509796671623
371,-58.1874683974567
372,-80.85361148522492
373,-100.73346023771478
374,-240.62623457238035
375,-60.617371184492406
376,-137.2817727217065
377,-291.1588631460737
378,-75.583613807605
379,-57.708971080064444
380,-145.67034416084445
381,-123.67648698793137
382,-256.6429650885772
383,-269.4425277576156
384,-441.38147819500733
385,-112.75511652499239
386,-336.69722352510587
387,-48.64834863588894
388,-176.90025406409336
389,-64.45650046691544
390,-82.8138786435763
391,-91.16505355658978
392,-132.19160261083363
393,-97.27733370359489
394,-286.22691782578386
395,-99.5073187580529
396,-118.0174750081934
397,-38.60761819600542
398,-90.86541411581793
399,-135.95270246104155
400,-120.97636786758304
401,-139.99573869282227
402,-80.50576347142695
403,-34.640913699224285
404,-82.59051523831403
405,-23.42885839100279
406,-88.81811576497918
407,-125.01388980909928
408,-107.26685319101013
409,-90.75314350710158
410,-72.58003664023641
411,-121.91455759987723
412,-75.85212909639748
413,-102.97407077868131
414,-150.7143877146389
415,-467.6403778529331
416,-124.68507560342859
417,-74.48057419886231
418,-250.2351972561159
419,-46.99671202081265
420,-145.6364413143586
421,-133.96182788089624
422,-156.05429823146775
423,-137.14148676857798
424,-85.8801469832604
425,-323.871877667529
426,-107.51181496860397
427,-73.09892876334928
428,-109.00557936175454
429,-197.44858812835736
430,-71.71892075400694
431,-104.89145895136338
432,-161.58751809343812
433,-138.95357994517892
434,-27.09547264940703
435,-371.96188154271954
436,-283.07957240632413
437,-107.73597470186526
438,-119.89790425912136
439,-87.63148799959322
440,-74.48353167173053
441,-169.78977968818288
442,-151.44098215311143
443,-109.47824933115048
444,-298.3745986621317
445,-103.3702633488127
446,-87.67891473284766
447,-120.72662180957228
448,-73.95590235950405
449,-84.03355047588266
450,-98.6276451983713
451,-42.66422032926277
452,-161.06316491630588
453,-94.96271747751248
454,-168.56732494312178
455,-145.4037011551319
456,-167.45943506265797
457,-89.13618654754794
458,-68.43879617243084
459,-119.74277629330794
460,-236.27030452637075
461,-73.6387216455628
462,-93.46096450526186
463,-258.1436915915069
464,-136.64854458494972
465,-98.49440191517445
466,-111.22138005781127
467,-127.22706411718788
468,-82.71263659826421
469,-113.60754604131444
470,-139.964108574554
471,-90.71513318346057
472,-96.40310648671385
473,-116.14117939528282
474,-106.48866034177325
475,-191.77960689701456
476,-59.29288765406059
477,-200.7152729587837
478,-77.50177541072033
479,-164.5143247813922
480,-71.68953046008863
481,-139.68252881880233
482,-72.31985237607078
483,-66.0888583929952
484,-133.78651210232954
485,-111.34789602056888
486,-62.66963027193209
487,-50.17721210960364
488,-199.61088309039548
489,-212.09625533700796
490,-101.99663284990035
491,-51.89221263306666
492,-360.7823715369597
493,-88.08495669189189
494,-76.77033108812742
495,-142.19560600565944
496,-248.04628094506805
497,-165.75729537891038
498,-79.26728114585828
499,-100.90712982906533
500,-103.5014642427067
501,-96.90466235425596
502,-139.31201069620604
503,-221.59100402412938
504,-248.73571102218452
505,-116.52637399611964
506,-81.98968038674256
507,-240.7289017935952
508,-112.74195127063821
509,-138.09955494729113
510,-204.0152092876187
511,-49.26754386548734
512,-97.33532084187192
513,-257.53382966937914
514,-135.50513733119143
515,-166.3350625726956
516,-162.3493084138574
517,-355.8888712853976
518,-95.67283775252449
519,-98.62009486413575
520,-136.36631418337183
521,-278.655815157137
522,-93.92772640778611
523,-144.02046250566266
524,-139.61989393177112
525,-118.23501124764746
526,-119.45749138084163
527,-200.34675884711626
528,-129.39245636591193
529,-93.25843837353727
530,-81.63916178484114
531,-121.22396666794991
532,-112.549727438094
533,-152.95252320860607
534,-106.67051764805998
535,-59.93093523623316
536,-64.67470370425178
537,-74.62529653999286
538,-105.13265660882436
539,-102.559120206213
540,-97.13417572089197
541,-94.7188066984217
542,-125.19206918127622
543,-92.12750328462621
544,-138.52890934462164
545,-53.770407645355064
546,-292.56154463225846
547,-169.74510646527256
548,-89.27137956005672
549,-92.5497087109056
550,-101.86469360583011
551,-341.5987320241255
552,-209.44545834778012
553,-116.41377047904201
554,-58.423546136855535
555,-88.13621475871648
556,-9.496020293396768
557,-96.68591467303423
558,-106.35162501808156
559,-215.2616523854423
560,-62.10355193402356
561,-93.16191955075563
562,-179.41890749258908
563,-54.52460446778153
564,-112.26224425811665
565,-124.48575528798594
566,-55.191128614256556
567,-348.83006138784594
568,-94.14421026052914
569,-123.90299508031964
570,-206.58908671461336
571,-107.07688542446269
572,-66.76316138759563
573,-115.60995557821408
574,-124.70269520614524
575,-248.82024337419043
576,-123.51466199834394
577,-88.62443748433498
578,-86.1277438883543
579,-79.96200488690428
580,-104.98199540672151
581,-137.92294235191198
582,-89.61107932437417
583,-100.3790955774314
584,-163.8746515657417
585,-102.18155687998127
586,-46.67389123882741
587,-90.75699090350037
588,-184.59922344154785
589,-71.07892086821029
590,-92.97654903996455
591,-87.0299126437238
592,-94.65245939053072
593,-89.35554384437606
594,-61.24474636525499
595,-114.2610134501838
596,-82.26921881312737
597,-103.20837842119005
598,-122.26319042839042
599,-182.13303722428998
600,-100.45785041614394
601,-86.74800300812973
602,-124.53194643308932
603,-158.91075217690894
604,-81.71682444744422
605,-90.41522414932801
606,-103.18323452280238
607,-124.31179709937176
608,-288.84203306954936
609,-114.14472220542483
610,-127.74445548289842
611,-257.7586414171168
612,-105.12674878635497
613,-109.63550915988303
614,-166.34067052201664
615,-63.579286619013615
616,-91.12233304208549
617,-65.75703486818284
618,-145.0571168819659
619,-114.93092318980081
620,-89.65204721478742
621,-256.06147349993137
622,-121.52688396824948
623,-77.16668359938986
624,-123.6207147339391
625,-95.04939911186293
626,-98.68158013996549
627,-102.2984737457216
628,-148.71205695453114
629,-230.62402169687613
630,-91.36618155961415
631,-73.35440665362124
632,-47.90060213491158
633,-123.6081121577898
634,-121.39783838484688
635,-100.80622262431315
636,-96.4147974931249
637,-292.50023011960764
638,-74.09245183489006
639,-46.72656721183003
640,-241.91606234464135
641,-132.13290784526626
642,-89.08027569864076
643,-221.74060378148314
644,-72.48754630583284
645,-87.01940606192026
646,-67.82555072087376
647,-87.51220560906319
648,-335.85232244777126
649,-65.11070606177688
650,-87.35864367299114
651,-276.7925110309907
652,-105.73460761002407
653,-238.12260457319056
654,-71.73683378188271
655,-123.81053470473712
656,-267.01772768735015
657,-144.1786161875978
658,-126.8817545886796
659,-95.32057574915677
660,-86.1298878857425
661,-101.23357400342583
662,-49.85454809683355
663,-11.707615670584815
664,-117.10970804623942
665,-110.49855218082193
666,-41.2663945105042
667,-267.9761269902707
668,-130.1809714920309
669,-36.2274934848065
670,-96.15389035812808
671,-58.96715261191553
